epoch,train_loss,val_loss,lr,is_best,time_s
1,0.025546174962073565,0.01216264646500349,0.001,True,0.15478157997131348
2,0.004874255031939934,0.005434512626379728,0.001,True,0.0604548454284668
3,0.0028917247387157245,0.004198254784569144,0.001,True,0.0568387508392334
4,0.0022503668442368507,0.003582962090149522,0.001,True,0.058667898178100586
5,0.001880394019694491,0.0032814587466418743,0.001,True,0.054345130920410156
6,0.0016609671980735254,0.0030370260123163463,0.001,True,0.059931039810180664
7,0.0015061031392013485,0.0028450630605220796,0.001,True,0.0708012580871582
8,0.0013856075873429124,0.0027470107655972243,0.001,True,0.05830216407775879
9,0.0013060723113912072,0.002629360882565379,0.001,True,0.05760693550109863
10,0.0012413414898963476,0.0025612489320337773,0.001,True,0.061441898345947266
11,0.0011925295482135632,0.002479795669205487,0.001,True,0.05172538757324219
12,0.001150404362388971,0.002440636325627565,0.001,True,0.06212782859802246
13,0.0011149357543961908,0.002414377895183861,0.001,True,0.05433988571166992
14,0.0010895982109518213,0.002374232211150229,0.001,True,0.05130195617675781
15,0.0010612079032315787,0.002341937483288348,0.001,True,0.04979062080383301
16,0.0010404855632011524,0.002316819806583226,0.001,True,0.051424264907836914
17,0.001020376869498498,0.0022952493513002993,0.001,True,0.04793858528137207
18,0.0010038202427412298,0.002288358542136848,0.001,True,0.05054759979248047
19,0.0009884265018627048,0.0022794425254687666,0.001,True,0.05364656448364258
20,0.0009700167601377788,0.0022690865444019437,0.001,True,0.055388450622558594
21,0.0009559417958371341,0.0022637446643784644,0.001,True,0.04807305335998535
22,0.0009416217375970023,0.0022644242271780968,0.001,False,0.049462080001831055
23,0.000929352401395921,0.002264491212554276,0.001,False,0.04701042175292969
24,0.0009161324494264343,0.002267164271324873,0.001,False,0.04969167709350586
25,0.0009062037596860054,0.002241525356657803,0.001,True,0.05404949188232422
26,0.0008948434816292403,0.0022163541289046407,0.001,True,0.0568392276763916
27,0.0008864734104876829,0.0022159037413075565,0.001,True,0.05635213851928711
28,0.0008733980926494537,0.0022404670249670743,0.001,False,0.05164170265197754
29,0.0008611143963538449,0.0022214951692149042,0.001,False,0.05378150939941406
30,0.0008476701517462392,0.0022294026799499988,0.001,False,0.049971580505371094
31,0.0008401329793162982,0.0022298717638477685,0.001,False,0.0475621223449707
32,0.0008316570496059616,0.0022177562350407243,0.001,False,0.04598355293273926
33,0.0008215083163866603,0.0022229278227314355,0.001,False,0.046298980712890625
34,0.0008154894960832528,0.002212140802294016,0.001,True,0.10329675674438477
35,0.000807425554905256,0.00223881583660841,0.001,False,0.05879497528076172
36,0.0007990265386814082,0.0022379828849807383,0.001,False,0.046877384185791016
37,0.0007895711169112474,0.0022372959181666376,0.001,False,0.05284571647644043
38,0.0007824239860796793,0.002242956799454987,0.001,False,0.05108833312988281
39,0.0007753604546781968,0.0022183444583788515,0.001,False,0.05680394172668457
40,0.0007674947555642575,0.0022506620502099396,0.001,False,0.04834103584289551
41,0.0007577479912222109,0.0022423721151426435,0.001,False,0.050679922103881836
42,0.0007514977213841947,0.0022310669301077724,0.001,False,0.056696414947509766
43,0.0007416184790517119,0.0021748011466115715,0.001,True,0.054607391357421875
44,0.0007359292913778601,0.002218277659267187,0.001,False,0.06485843658447266
45,0.0007284683709837158,0.0022114804247394203,0.001,False,0.05422043800354004
46,0.0007205739635868337,0.002241163095459342,0.001,False,0.05624699592590332
47,0.0007148320834279399,0.002177315950393677,0.001,False,0.053685665130615234
48,0.0007101187141167677,0.002199403918348253,0.001,False,0.04917168617248535
49,0.0006969452660996467,0.0022169783478602767,0.001,False,0.04857969284057617
50,0.000690566984386268,0.002186450595036149,0.001,False,0.04813098907470703
51,0.0006794034032447433,0.002220570505596697,0.001,False,0.05205392837524414
52,0.0006720622834770686,0.0022008627653121947,0.001,False,0.04707932472229004
53,0.00066620264260564,0.0022112567443400622,0.001,False,0.04684710502624512
54,0.0006609735031485219,0.00223057852126658,0.001,False,0.047786712646484375
55,0.0006533982113151895,0.002155032800510526,0.001,True,0.054129600524902344
56,0.0006462028594052589,0.0022201676620170474,0.001,False,0.04652285575866699
57,0.0006410383992426267,0.0022144638700410725,0.001,False,0.04600858688354492
58,0.000632290973126973,0.0021697995020076633,0.001,False,0.05004382133483887
59,0.0006240448803344572,0.0021717162569984795,0.001,False,0.05699944496154785
60,0.0006155127193778753,0.0021722653647884725,0.001,False,0.05289745330810547
61,0.00061203887691425,0.0021529857302084567,0.001,True,0.05666780471801758
62,0.0006065439797980202,0.0021588594187051057,0.001,False,0.04861187934875488
63,0.00060248075037221,0.0021432975074276326,0.001,True,0.05565977096557617
64,0.0005987846168202602,0.00213063673581928,0.001,True,0.0641634464263916
65,0.0005851835475451397,0.002162533556111157,0.001,False,0.07563281059265137
66,0.0005761327073824676,0.002113479864783585,0.001,True,0.06293678283691406
67,0.0005686221914154223,0.0021323498338460924,0.001,False,0.05063056945800781
68,0.0005649481013692407,0.002137373317964375,0.001,False,0.05236339569091797
69,0.0005572726116621528,0.0021950099850073456,0.001,False,0.04598855972290039
70,0.0005556438025616279,0.002159031364135444,0.001,False,0.04718351364135742
71,0.0005481782969912853,0.002138156886212528,0.001,False,0.04857230186462402
72,0.0005399379932152277,0.0021119161741808058,0.001,True,0.05971884727478027
73,0.0005313000543868508,0.0021254896186292172,0.001,False,0.05025053024291992
74,0.0005247841816691852,0.0021016733488067986,0.001,True,0.0651087760925293
75,0.0005230112437857315,0.002155972342006862,0.001,False,0.04805278778076172
76,0.0005149875968610021,0.002147050737403333,0.001,False,0.046157121658325195
77,0.0005079739163523878,0.0020908967358991503,0.001,True,0.049723148345947266
78,0.0004998996049504389,0.002083946904167533,0.001,True,0.04661750793457031
79,0.0004922769638307562,0.0021342116640880706,0.001,False,0.04282569885253906
80,0.0004889951934191314,0.002102226810529828,0.001,False,0.04384589195251465
81,0.00048344334804410624,0.0021657622186467052,0.001,False,0.04878950119018555
82,0.0004766274135115302,0.0021593545097857714,0.001,False,0.057289838790893555
83,0.00046474240397484124,0.0021558367647230626,0.001,False,0.07853460311889648
84,0.00045938674619802356,0.002149665472097695,0.001,False,0.12024879455566406
85,0.00044926103940021926,0.002122818143106997,0.001,False,0.08055901527404785
86,0.00044580140489746225,0.0021335945231840013,0.001,False,0.06360316276550293
87,0.00044169482267038387,0.002199357305653393,0.001,False,0.046354055404663086
88,0.0004346691593210298,0.002186035248450935,0.001,False,0.04600334167480469
89,0.0004286463914798911,0.002158401790075004,0.001,False,0.05116105079650879
90,0.0004217774178621105,0.0021787078585475683,0.001,False,0.04849553108215332
91,0.00041149939021455464,0.002209237916395068,0.001,False,0.0497431755065918
92,0.0004108525331089781,0.002243993361480534,0.001,False,0.04600071907043457
93,0.00040491240956312555,0.002218509488739073,0.001,False,0.051192522048950195
94,0.00040084414517464626,0.002223637350834906,0.0005,False,0.0502927303314209
95,0.00038369119151453066,0.0022220432525500654,0.0005,False,0.05312752723693848
96,0.00037259568423244423,0.0022348676808178424,0.0005,False,0.04828143119812012
97,0.0003661896817820062,0.0022143103647977113,0.0005,False,0.05089616775512695
98,0.0003601739656666971,0.0022726395400241017,0.0005,False,0.047714948654174805
99,0.00035783815044190055,0.0022379823960363863,0.0005,False,0.05261397361755371
100,0.0003566489169977351,0.0022690793266519904,0.0005,False,0.05513429641723633
101,0.0003509891738014465,0.00226423901040107,0.0005,False,0.05481410026550293
102,0.00034739912503441286,0.0022829734487459065,0.0005,False,0.0562899112701416
103,0.0003465747643283314,0.0023164501646533607,0.0005,False,0.05523681640625
104,0.0003420877328608185,0.00233199680224061,0.0005,False,0.046446800231933594
105,0.00034018886865603486,0.002310574543662369,0.0005,False,0.05013775825500488
106,0.0003368161990444853,0.002269953629001975,0.0005,False,0.051367759704589844
107,0.00033299088549525055,0.002262989873997867,0.0005,False,0.05109906196594238
108,0.0003296640907964584,0.0022869727108627558,0.0005,False,0.050904273986816406
109,0.00032571663045514884,0.0022858930518850685,0.0005,False,0.04726696014404297
110,0.0003236013151102022,0.002278385148383677,0.00025,False,0.046488046646118164
111,0.00031720725912071595,0.0023025715723633765,0.00025,False,0.04791569709777832
112,0.0003122997712291015,0.002303433045744896,0.00025,False,0.04880213737487793
113,0.00031050009552431715,0.0023096737219020723,0.00025,False,0.04922008514404297
114,0.00031015322615117344,0.0022922103991732,0.00025,False,0.045751333236694336
115,0.00030858461170944133,0.002302542491815984,0.00025,False,0.04131722450256348
116,0.00030611234846715394,0.0023097935132682323,0.00025,False,0.04041886329650879
117,0.0003045228526885198,0.0022987474221736193,0.00025,False,0.05054736137390137
118,0.0003047131705732847,0.002312968741171062,0.00025,False,0.05378985404968262
